"indicador","ano","município","valor"
"Matrícula em distorção no ensino fundamental","2021","Alcântaras","147"
"Matrícula em distorção no ensino fundamental","2021","Altaneira","284"
"Matrícula em distorção no ensino fundamental","2021","Alto Santo","436"
"Matrícula em distorção no ensino fundamental","2021","Amontada","681"
"Matrícula em distorção no ensino fundamental","2021","Antonina do Norte","114"
"Matrícula em distorção no ensino fundamental","2021","Apuiarés","93"
"Matrícula em distorção no ensino fundamental","2021","Aquiraz","1127"
"Matrícula em distorção no ensino fundamental","2021","Aracati","928"
"Matrícula em distorção no ensino fundamental","2021","Aracoiaba","476"
"Matrícula em distorção no ensino fundamental","2021","Ararendá","181"
"Matrícula em distorção no ensino fundamental","2021","Araripe","334"
"Matrícula em distorção no ensino fundamental","2021","Aratuba","163"
"Matrícula em distorção no ensino fundamental","2021","Deputado Irapuan Pinheiro","58"
"Matrícula em distorção no ensino fundamental","2021","Ereré","41"
"Matrícula em distorção no ensino fundamental","2021","Eusébio","1573"
"Matrícula em distorção no ensino fundamental","2021","Farias Brito","150"
"Matrícula em distorção no ensino fundamental","2021","Forquilha","184"
"Matrícula em distorção no ensino fundamental","2021","Fortaleza","28846"
"Matrícula em distorção no ensino fundamental","2021","Fortim","103"
"Matrícula em distorção no ensino fundamental","2021","Frecheirinha","101"
"Matrícula em distorção no ensino fundamental","2021","General Sampaio","104"
"Matrícula em distorção no ensino fundamental","2021","Graça","121"
"Matrícula em distorção no ensino fundamental","2021","Granja","481"
"Matrícula em distorção no ensino fundamental","2021","Granjeiro","61"
"Matrícula em distorção no ensino fundamental","2021","Groaíras","125"
"Matrícula em distorção no ensino fundamental","2021","Guaiúba","338"
"Matrícula em distorção no ensino fundamental","2021","Guaraciaba do Norte","524"
"Matrícula em distorção no ensino fundamental","2021","Guaramiranga","53"
"Matrícula em distorção no ensino fundamental","2021","Hidrolândia","121"
"Matrícula em distorção no ensino fundamental","2021","Horizonte","445"
"Matrícula em distorção no ensino fundamental","2021","Ibaretama","212"
"Matrícula em distorção no ensino fundamental","2021","Ibiapina","303"
"Matrícula em distorção no ensino fundamental","2021","Ibicuitinga","78"
"Matrícula em distorção no ensino fundamental","2021","Icapuí","275"
"Matrícula em distorção no ensino fundamental","2021","Icó","1586"
"Matrícula em distorção no ensino fundamental","2021","Iguatu","1682"
"Matrícula em distorção no ensino fundamental","2021","Independência","154"
"Matrícula em distorção no ensino fundamental","2021","Ipaporanga","47"
"Matrícula em distorção no ensino fundamental","2021","Ipaumirim","267"
"Matrícula em distorção no ensino fundamental","2021","Ipu","634"
"Matrícula em distorção no ensino fundamental","2021","Ipueiras","884"
"Matrícula em distorção no ensino fundamental","2021","Iracema","110"
"Matrícula em distorção no ensino fundamental","2021","Irauçuba","145"
"Matrícula em distorção no ensino fundamental","2021","Itaiçaba","54"
"Matrícula em distorção no ensino fundamental","2021","Itaitinga","704"
"Matrícula em distorção no ensino fundamental","2021","Itapajé","337"
"Matrícula em distorção no ensino fundamental","2021","Itapipoca","2078"
"Matrícula em distorção no ensino fundamental","2021","Itapiúna","165"
"Matrícula em distorção no ensino fundamental","2021","Itarema","359"
"Matrícula em distorção no ensino fundamental","2021","Itatira","350"
"Matrícula em distorção no ensino fundamental","2021","Jaguaretama","280"
"Matrícula em distorção no ensino fundamental","2021","Jaguaribara","165"
"Matrícula em distorção no ensino fundamental","2021","Jaguaribe","606"
"Matrícula em distorção no ensino fundamental","2021","Jaguaruana","143"
"Matrícula em distorção no ensino fundamental","2021","Jardim","517"
"Matrícula em distorção no ensino fundamental","2021","Jati","39"
"Matrícula em distorção no ensino fundamental","2021","Jijoca de Jericoacoara","95"
"Matrícula em distorção no ensino fundamental","2021","Juazeiro do Norte","3338"
"Matrícula em distorção no ensino fundamental","2021","Jucás","667"
"Matrícula em distorção no ensino fundamental","2021","Lavras da Mangabeira","616"
"Matrícula em distorção no ensino fundamental","2021","Limoeiro do Norte","418"
"Matrícula em distorção no ensino fundamental","2021","Madalena","229"
"Matrícula em distorção no ensino fundamental","2021","Maracanaú","6248"
"Matrícula em distorção no ensino fundamental","2021","Maranguape","816"
"Matrícula em distorção no ensino fundamental","2021","Marco","358"
"Matrícula em distorção no ensino fundamental","2021","Martinópole","96"
"Matrícula em distorção no ensino fundamental","2021","Massapê","759"
"Matrícula em distorção no ensino fundamental","2021","Mauriti","518"
"Matrícula em distorção no ensino fundamental","2021","Meruoca","35"
"Matrícula em distorção no ensino fundamental","2021","Milagres","343"
"Matrícula em distorção no ensino fundamental","2021","Milhã","84"
"Matrícula em distorção no ensino fundamental","2021","Miraíma","232"
"Matrícula em distorção no ensino fundamental","2021","Missão Velha","404"
"Matrícula em distorção no ensino fundamental","2021","Mombaça","791"
"Matrícula em distorção no ensino fundamental","2021","Monsenhor Tabosa","400"
"Matrícula em distorção no ensino fundamental","2021","Morada Nova","1155"
"Matrícula em distorção no ensino fundamental","2021","Moraújo","87"
"Matrícula em distorção no ensino fundamental","2021","Morrinhos","289"
"Matrícula em distorção no ensino fundamental","2021","Mucambo","61"
"Matrícula em distorção no ensino fundamental","2021","Mulungu","65"
"Matrícula em distorção no ensino fundamental","2021","Nova Olinda","138"
"Matrícula em distorção no ensino fundamental","2021","Nova Russas","435"
"Matrícula em distorção no ensino fundamental","2021","Novo Oriente","130"
"Matrícula em distorção no ensino fundamental","2021","Ocara","368"
"Matrícula em distorção no ensino fundamental","2021","Orós","257"
"Matrícula em distorção no ensino fundamental","2021","Pacajus","783"
"Matrícula em distorção no ensino fundamental","2021","Pacatuba","652"
"Matrícula em distorção no ensino fundamental","2021","Pacoti","139"
"Matrícula em distorção no ensino fundamental","2021","Pacujá","68"
"Matrícula em distorção no ensino fundamental","2021","Palhano","134"
"Matrícula em distorção no ensino fundamental","2021","Palmácia","83"
"Matrícula em distorção no ensino fundamental","2021","Paracuru","222"
"Matrícula em distorção no ensino fundamental","2021","Paraipaba","242"
"Matrícula em distorção no ensino fundamental","2021","Piquet Carneiro","106"
"Matrícula em distorção no ensino fundamental","2021","Pires Ferreira","71"
"Matrícula em distorção no ensino fundamental","2021","Poranga","222"
"Matrícula em distorção no ensino fundamental","2021","Porteiras","65"
"Matrícula em distorção no ensino fundamental","2021","Potengi","195"
"Matrícula em distorção no ensino fundamental","2021","Potiretama","103"
"Matrícula em distorção no ensino fundamental","2021","Quiterianópolis","268"
"Matrícula em distorção no ensino fundamental","2021","Quixadá","567"
"Matrícula em distorção no ensino fundamental","2021","Quixelô","290"
"Matrícula em distorção no ensino fundamental","2021","Quixeramobim","687"
"Matrícula em distorção no ensino fundamental","2021","Quixeré","135"
"Matrícula em distorção no ensino fundamental","2021","Redenção","134"
"Matrícula em distorção no ensino fundamental","2021","Reriutaba","131"
"Matrícula em distorção no ensino fundamental","2021","Russas","1361"
"Matrícula em distorção no ensino fundamental","2021","Saboeiro","554"
"Matrícula em distorção no ensino fundamental","2021","Salitre","270"
"Matrícula em distorção no ensino fundamental","2021","Santa Quitéria","493"
"Matrícula em distorção no ensino fundamental","2021","Santana do Acaraú","325"
"Matrícula em distorção no ensino fundamental","2021","Santana do Cariri","185"
"Matrícula em distorção no ensino fundamental","2021","São Benedito","878"
"Matrícula em distorção no ensino fundamental","2021","São Gonçalo do Amarante","297"
"Matrícula em distorção no ensino fundamental","2021","São João do Jaguaribe","37"
"Matrícula em distorção no ensino fundamental","2021","São Luís do Curu","223"
"Matrícula em distorção no ensino fundamental","2021","Senador Pompeu","405"
"Matrícula em distorção no ensino fundamental","2021","Senador Sá","40"
"Matrícula em distorção no ensino médio","2021","Arneiroz","44"
"Matrícula em distorção no ensino médio","2021","Assaré","189"
"Matrícula em distorção no ensino médio","2021","Aurora","204"
"Matrícula em distorção no ensino fundamental","2022","Cedro","138"
"Matrícula em distorção no ensino fundamental","2022","Chaval","92"
"Matrícula em distorção no ensino fundamental","2022","Reriutaba","71"
"Matrícula em distorção no ensino fundamental","2022","Choró","62"
"Matrícula em distorção no ensino fundamental","2022","Chorozinho","123"
"Matrícula em distorção no ensino fundamental","2022","Russas","232"
"Matrícula em distorção no ensino fundamental","2022","Paramoti","185"
"Matrícula em distorção no ensino fundamental","2022","Quixelô","117"
"Matrícula em distorção no ensino fundamental","2022","Quixeramobim","324"
"Matrícula em distorção no ensino médio","2022","Quixadá","253"
"Matrícula em distorção no ensino médio","2021","Penaforte","75"
"Matrícula em distorção no ensino médio","2021","Pentecoste","191"
"Matrícula em distorção no ensino médio","2021","Quixeramobim","648"
"Matrícula em distorção no ensino médio","2021","Quixeré","148"
"Matrícula em distorção no ensino médio","2021","Redenção","204"
"Matrícula em distorção no ensino médio","2021","Reriutaba","154"
"Matrícula em distorção no ensino médio","2021","Russas","622"
"Matrícula em distorção no ensino médio","2021","Saboeiro","190"
"Matrícula em distorção no ensino médio","2021","Salitre","175"
"Matrícula em distorção no ensino médio","2021","Santa Quitéria","397"
"Matrícula em distorção no ensino médio","2021","Santana do Acaraú","298"
"Matrícula em distorção no ensino médio","2021","Santana do Cariri","132"
"Matrícula em distorção no ensino médio","2021","São Benedito","379"
"Matrícula em distorção no ensino médio","2021","São Gonçalo do Amarante","312"
"Matrícula em distorção no ensino médio","2021","São João do Jaguaribe","35"
"Matrícula em distorção no ensino médio","2021","São Luís do Curu","80"
"Matrícula em distorção no ensino médio","2021","Viçosa do Ceará","587"
"Matrícula em distorção no ensino fundamental","2022","Salitre","137"
"Matrícula em distorção no ensino fundamental","2022","Cruz","58"
"Matrícula em distorção no ensino fundamental","2022","Parambu","62"
"Matrícula em distorção no ensino fundamental","2022","Pereiro","116"
"Matrícula em distorção no ensino fundamental","2022","Pindoretama","53"
"Matrícula em distorção no ensino fundamental","2022","Ceará","44849"
"Matrícula em distorção no ensino fundamental","2022","Abaiara","17"
"Matrícula em distorção no ensino fundamental","2022","Acarape","36"
"Matrícula em distorção no ensino fundamental","2022","Acaraú","226"
"Matrícula em distorção no ensino fundamental","2022","Acopiara","64"
"Matrícula em distorção no ensino fundamental","2022","Aiuaba","75"
"Matrícula em distorção no ensino fundamental","2022","Alcântaras","15"
"Matrícula em distorção no ensino fundamental","2022","Altaneira","0"
"Matrícula em distorção no ensino fundamental","2022","Alto Santo","56"
"Matrícula em distorção no ensino fundamental","2022","Amontada","332"
"Matrícula em distorção no ensino fundamental","2022","Antonina do Norte","28"
"Matrícula em distorção no ensino fundamental","2022","Apuiarés","64"
"Matrícula em distorção no ensino fundamental","2022","Aquiraz","526"
"Matrícula em distorção no ensino fundamental","2022","Aracati","393"
"Matrícula em distorção no ensino fundamental","2022","Aracoiaba","60"
"Matrícula em distorção no ensino fundamental","2022","Ararendá","45"
"Matrícula em distorção no ensino fundamental","2022","Araripe","194"
"Matrícula em distorção no ensino fundamental","2022","Aratuba","30"
"Matrícula em distorção no ensino fundamental","2022","Arneiroz","28"
"Matrícula em distorção no ensino fundamental","2022","Assaré","31"
"Matrícula em distorção no ensino fundamental","2022","Aurora","245"
"Matrícula em distorção no ensino fundamental","2022","Baixio","20"
"Matrícula em distorção no ensino fundamental","2022","Banabuiú","164"
"Matrícula em distorção no ensino fundamental","2022","Barbalha","192"
"Matrícula em distorção no ensino fundamental","2022","Barreira","80"
"Matrícula em distorção no ensino fundamental","2022","Barro","148"
"Matrícula em distorção no ensino fundamental","2022","Barroquinha","45"
"Matrícula em distorção no ensino fundamental","2022","Baturité","294"
"Matrícula em distorção no ensino fundamental","2022","Beberibe","364"
"Matrícula em distorção no ensino fundamental","2022","Bela Cruz","49"
"Matrícula em distorção no ensino fundamental","2022","Boa Viagem","565"
"Matrícula em distorção no ensino fundamental","2022","Brejo Santo","140"
"Matrícula em distorção no ensino fundamental","2022","Camocim","126"
"Matrícula em distorção no ensino fundamental","2022","Campos Sales","115"
"Matrícula em distorção no ensino fundamental","2022","Canindé","697"
"Matrícula em distorção no ensino fundamental","2022","Capistrano","59"
"Matrícula em distorção no ensino fundamental","2022","Caridade","145"
"Matrícula em distorção no ensino fundamental","2022","Cariré","12"
"Matrícula em distorção no ensino fundamental","2022","Caririaçu","135"
"Matrícula em distorção no ensino fundamental","2022","Cariús","71"
"Matrícula em distorção no ensino fundamental","2022","Carnaubal","124"
"Matrícula em distorção no ensino fundamental","2022","Cascavel","182"
"Matrícula em distorção no ensino fundamental","2022","Catarina","19"
"Matrícula em distorção no ensino fundamental","2022","Deputado Irapuan Pinheiro","19"
"Matrícula em distorção no ensino fundamental","2022","Ereré","26"
"Matrícula em distorção no ensino fundamental","2022","Eusébio","62"
"Matrícula em distorção no ensino fundamental","2022","Farias Brito","31"
"Matrícula em distorção no ensino fundamental","2022","Forquilha","7"
"Matrícula em distorção no ensino fundamental","2022","Fortaleza","14616"
"Matrícula em distorção no ensino fundamental","2022","Fortim","65"
"Matrícula em distorção no ensino fundamental","2022","Frecheirinha","37"
"Matrícula em distorção no ensino fundamental","2022","General Sampaio","39"
"Matrícula em distorção no ensino fundamental","2022","Graça","66"
"Matrícula em distorção no ensino fundamental","2022","Granja","172"
"Matrícula em distorção no ensino fundamental","2022","Granjeiro","31"
"Matrícula em distorção no ensino fundamental","2022","Groaíras","6"
"Matrícula em distorção no ensino fundamental","2022","Guaiúba","240"
"Matrícula em distorção no ensino fundamental","2022","Guaraciaba do Norte","176"
"Matrícula em distorção no ensino fundamental","2022","Guaramiranga","18"
"Matrícula em distorção no ensino fundamental","2022","Hidrolândia","66"
"Matrícula em distorção no ensino fundamental","2022","Horizonte","248"
"Matrícula em distorção no ensino fundamental","2022","Ibaretama","139"
"Matrícula em distorção no ensino fundamental","2022","Ibiapina","109"
"Matrícula em distorção no ensino fundamental","2022","Ibicuitinga","49"
"Matrícula em distorção no ensino fundamental","2022","Icapuí","186"
"Matrícula em distorção no ensino fundamental","2022","Icó","567"
"Matrícula em distorção no ensino fundamental","2022","Iguatu","213"
"Matrícula em distorção no ensino fundamental","2022","Independência","34"
"Matrícula em distorção no ensino fundamental","2022","Ipaporanga","28"
"Matrícula em distorção no ensino fundamental","2022","Ipaumirim","152"
"Matrícula em distorção no ensino fundamental","2022","Ipu","351"
"Matrícula em distorção no ensino fundamental","2022","Ipueiras","664"
"Matrícula em distorção no ensino fundamental","2022","Iracema","19"
"Matrícula em distorção no ensino fundamental","2022","Irauçuba","30"
"Matrícula em distorção no ensino fundamental","2022","Itaiçaba","20"
"Matrícula em distorção no ensino fundamental","2022","Itaitinga","378"
"Matrícula em distorção no ensino fundamental","2022","Itapajé","169"
"Matrícula em distorção no ensino fundamental","2022","Itapipoca","421"
"Matrícula em distorção no ensino fundamental","2022","Itapiúna","71"
"Matrícula em distorção no ensino fundamental","2022","Itarema","126"
"Matrícula em distorção no ensino fundamental","2022","Itatira","141"
"Matrícula em distorção no ensino fundamental","2022","Jaguaretama","109"
"Matrícula em distorção no ensino fundamental","2022","Jaguaribara","39"
"Matrícula em distorção no ensino fundamental","2022","Jaguaribe","50"
"Matrícula em distorção no ensino fundamental","2022","Jaguaruana","59"
"Matrícula em distorção no ensino fundamental","2022","Jardim","215"
"Matrícula em distorção no ensino fundamental","2022","Jati","25"
"Matrícula em distorção no ensino fundamental","2022","Jijoca de Jericoacoara","49"
"Matrícula em distorção no ensino fundamental","2022","Juazeiro do Norte","1762"
"Matrícula em distorção no ensino fundamental","2022","Jucás","20"
"Matrícula em distorção no ensino fundamental","2022","Lavras da Mangabeira","363"
"Matrícula em distorção no ensino fundamental","2022","Limoeiro do Norte","208"
"Matrícula em distorção no ensino fundamental","2022","Madalena","166"
"Matrícula em distorção no ensino fundamental","2022","Maracanaú","1128"
"Matrícula em distorção no ensino fundamental","2022","Maranguape","436"
"Matrícula em distorção no ensino fundamental","2022","Marco","62"
"Matrícula em distorção no ensino fundamental","2022","Martinópole","50"
"Matrícula em distorção no ensino fundamental","2022","Massapê","53"
"Matrícula em distorção no ensino fundamental","2022","Mauriti","158"
"Matrícula em distorção no ensino fundamental","2022","Meruoca","10"
"Matrícula em distorção no ensino fundamental","2022","Milagres","124"
"Matrícula em distorção no ensino fundamental","2022","Milhã","34"
"Matrícula em distorção no ensino fundamental","2022","Miraíma","40"
"Matrícula em distorção no ensino fundamental","2022","Missão Velha","204"
"Matrícula em distorção no ensino fundamental","2022","Mombaça","265"
"Matrícula em distorção no ensino fundamental","2022","Monsenhor Tabosa","248"
"Matrícula em distorção no ensino fundamental","2022","Morada Nova","727"
"Matrícula em distorção no ensino fundamental","2022","Moraújo","39"
"Matrícula em distorção no ensino fundamental","2022","Morrinhos","27"
"Matrícula em distorção no ensino fundamental","2022","Mucambo","30"
"Matrícula em distorção no ensino fundamental","2022","Mulungu","31"
"Matrícula em distorção no ensino fundamental","2022","Nova Olinda","24"
"Matrícula em distorção no ensino fundamental","2022","Nova Russas","202"
"Matrícula em distorção no ensino fundamental","2022","Novo Oriente","33"
"Matrícula em distorção no ensino fundamental","2022","Ocara","79"
"Matrícula em distorção no ensino fundamental","2022","Orós","125"
"Matrícula em distorção no ensino fundamental","2022","Pacajus","870"
"Matrícula em distorção no ensino fundamental","2022","Pacatuba","287"
"Matrícula em distorção no ensino fundamental","2022","Pacoti","52"
"Matrícula em distorção no ensino fundamental","2022","Pacujá","19"
"Matrícula em distorção no ensino fundamental","2022","Palhano","27"
"Matrícula em distorção no ensino fundamental","2022","Palmácia","24"
"Matrícula em distorção no ensino fundamental","2022","Paracuru","64"
"Matrícula em distorção no ensino fundamental","2022","Paraipaba","63"
"Matrícula em distorção no ensino fundamental","2022","Piquet Carneiro","29"
"Matrícula em distorção no ensino fundamental","2022","Pires Ferreira","11"
"Matrícula em distorção no ensino fundamental","2022","Poranga","85"
"Matrícula em distorção no ensino fundamental","2022","Porteiras","17"
"Matrícula em distorção no ensino fundamental","2022","Potengi","118"
"Matrícula em distorção no ensino fundamental","2022","Potiretama","10"
"Matrícula em distorção no ensino fundamental","2022","Quiterianópolis","64"
"Matrícula em distorção no ensino fundamental","2022","Quixadá","273"
"Matrícula em distorção no ensino fundamental","2022","Santa Quitéria","38"
"Matrícula em distorção no ensino fundamental","2022","Santana do Acaraú","173"
"Matrícula em distorção no ensino fundamental","2022","Santana do Cariri","113"
"Matrícula em distorção no ensino fundamental","2022","São Benedito","383"
"Matrícula em distorção no ensino fundamental","2022","São Gonçalo do Amarante","165"
"Matrícula em distorção no ensino fundamental","2022","São João do Jaguaribe","8"
"Matrícula em distorção no ensino fundamental","2022","São Luís do Curu","87"
"Matrícula em distorção no ensino fundamental","2022","Senador Pompeu","72"
"Matrícula em distorção no ensino fundamental","2022","Senador Sá","9"
"Matrícula em distorção no ensino fundamental","2022","Sobral","120"
"Matrícula em distorção no ensino fundamental","2022","Solonópole","25"
"Matrícula em distorção no ensino fundamental","2022","Tabuleiro do Norte","79"
"Matrícula em distorção no ensino fundamental","2022","Tamboril","147"
"Matrícula em distorção no ensino fundamental","2022","Tarrafas","29"
"Matrícula em distorção no ensino fundamental","2022","Tauá","115"
"Matrícula em distorção no ensino fundamental","2022","Tejuçuoca","106"
"Matrícula em distorção no ensino médio","2022","Quixelô","44"
"Matrícula em distorção no ensino médio","2022","Quixeramobim","271"
"Matrícula em distorção no ensino médio","2022","Quixeré","79"
"Matrícula em distorção no ensino médio","2022","Redenção","97"
"Matrícula em distorção no ensino médio","2022","Cascavel","175"
"Matrícula em distorção no ensino médio","2022","Catunda","13"
"Matrícula em distorção no ensino médio","2022","Caucaia","1142"
"Matrícula em distorção no ensino médio","2022","Cruz","35"
"Matrícula em distorção no ensino médio","2022","Umari","69"
"Matrícula em distorção no ensino médio","2022","Pereiro","137"
"Matrícula em distorção no ensino médio","2022","Umirim","106"
"Matrícula em distorção no ensino médio","2022","Pindoretama","68"
"Matrícula em distorção no ensino médio","2022","Piquet Carneiro","40"
"Matrícula em distorção no ensino médio","2022","Uruburetama","57"
"Matrícula em distorção no ensino médio","2022","Guaraciaba do Norte","121"
"Matrícula em distorção no ensino médio","2022","Guaramiranga","40"
"Matrícula em distorção no ensino médio","2022","Hidrolândia","47"
"Matrícula em distorção no ensino médio","2022","Horizonte","149"
"Matrícula em distorção no ensino médio","2022","Ibaretama","46"
"Matrícula em distorção no ensino médio","2022","Ibiapina","134"
"Matrícula em distorção no ensino médio","2022","Ibicuitinga","20"
"Matrícula em distorção no ensino médio","2022","Icapuí","177"
"Matrícula em distorção no ensino médio","2022","Icó","249"
"Matrícula em distorção no ensino médio","2022","Iguatu","267"
"Matrícula em distorção no ensino médio","2022","Independência","74"
"Matrícula em distorção no ensino médio","2022","Ipaporanga","25"
"Matrícula em distorção no ensino médio","2022","Ipaumirim","178"
"Matrícula em distorção no ensino médio","2022","Ipu","199"
"Matrícula em distorção no ensino médio","2022","Ipueiras","378"
"Matrícula em distorção no ensino médio","2022","Iracema","9"
"Matrícula em distorção no ensino médio","2022","Irauçuba","29"
"Matrícula em distorção no ensino médio","2022","Itaiçaba","15"
"Matrícula em distorção no ensino médio","2022","Itaitinga","150"
"Matrícula em distorção no ensino médio","2022","Itapajé","148"
"Matrícula em distorção no ensino médio","2022","Itapipoca","310"
"Matrícula em distorção no ensino médio","2022","Itapiúna","93"
"Matrícula em distorção no ensino médio","2022","Itarema","120"
"Matrícula em distorção no ensino médio","2022","Itatira","172"
"Matrícula em distorção no ensino médio","2022","Jaguaretama","71"
"Matrícula em distorção no ensino médio","2022","Jaguaribara","43"
"Matrícula em distorção no ensino médio","2022","Jaguaribe","121"
"Matrícula em distorção no ensino médio","2022","Jaguaruana","61"
"Matrícula em distorção no ensino médio","2022","Jardim","161"
"Matrícula em distorção no ensino médio","2022","Jati","30"
"Matrícula em distorção no ensino médio","2022","Jijoca de Jericoacoara","29"
"Matrícula em distorção no ensino médio","2022","Juazeiro do Norte","1127"
"Matrícula em distorção no ensino médio","2022","Jucás","50"
"Matrícula em distorção no ensino médio","2022","Lavras da Mangabeira","224"
"Matrícula em distorção no ensino médio","2022","Limoeiro do Norte","121"
"Matrícula em distorção no ensino médio","2022","Madalena","124"
"Matrícula em distorção no ensino médio","2022","Maracanaú","726"
"Matrícula em distorção no ensino médio","2022","Maranguape","230"
"Matrícula em distorção no ensino médio","2022","Marco","60"
"Matrícula em distorção no ensino médio","2022","Martinópole","63"
"Matrícula em distorção no ensino médio","2022","Massapê","66"
"Matrícula em distorção no ensino médio","2022","Mauriti","92"
"Matrícula em distorção no ensino médio","2022","Meruoca","27"
"Matrícula em distorção no ensino médio","2022","Milagres","87"
"Matrícula em distorção no ensino médio","2022","Milhã","36"
"Matrícula em distorção no ensino médio","2022","Miraíma","67"
"Matrícula em distorção no ensino médio","2022","Missão Velha","127"
"Matrícula em distorção no ensino médio","2022","Mombaça","134"
"Matrícula em distorção no ensino médio","2022","Monsenhor Tabosa","190"
"Matrícula em distorção no ensino médio","2022","Morada Nova","377"
"Matrícula em distorção no ensino médio","2022","Moraújo","27"
"Matrícula em distorção no ensino médio","2022","Morrinhos","25"
"Matrícula em distorção no ensino médio","2022","Mucambo","26"
"Matrícula em distorção no ensino médio","2022","Mulungu","33"
"Matrícula em distorção no ensino médio","2022","Nova Olinda","32"
"Matrícula em distorção no ensino médio","2022","Nova Russas","180"
"Matrícula em distorção no ensino médio","2022","Novo Oriente","59"
"Matrícula em distorção no ensino médio","2022","Ocara","121"
"Matrícula em distorção no ensino médio","2022","Orós","78"
"Matrícula em distorção no ensino médio","2022","Pacajus","197"
"Matrícula em distorção no ensino médio","2022","Pacatuba","179"
"Matrícula em distorção no ensino médio","2022","Pacoti","39"
"Matrícula em distorção no ensino médio","2022","Pacujá","21"
"Matrícula em distorção no ensino médio","2022","Palhano","15"
"Matrícula em distorção no ensino médio","2022","Palmácia","37"
"Matrícula em distorção no ensino médio","2022","Paracuru","61"
"Matrícula em distorção no ensino médio","2022","Paraipaba","73"
"Matrícula em distorção no ensino médio","2022","Parambu","56"
"Matrícula em distorção no ensino médio","2022","Paramoti","81"
"Matrícula em distorção no ensino médio","2022","Pedra Branca","80"
"Matrícula em distorção no ensino médio","2022","Penaforte","36"
"Matrícula em distorção no ensino médio","2022","Pentecoste","93"
"Matrícula em distorção no ensino médio","2022","São Gonçalo do Amarante","131"
"Matrícula em distorção no ensino médio","2022","São João do Jaguaribe","16"
"Matrícula em distorção no ensino médio","2022","São Luís do Curu","39"
"Matrícula em distorção no ensino médio","2022","Senador Pompeu","43"
"Matrícula em distorção no ensino médio","2022","Senador Sá","21"
"Matrícula em distorção no ensino médio","2022","Sobral","200"
"Matrícula em distorção no ensino médio","2022","Solonópole","25"
"Matrícula em distorção no ensino médio","2022","Tabuleiro do Norte","93"
"Matrícula em distorção no ensino médio","2022","Tamboril","168"
"Matrícula em distorção no ensino médio","2022","Tarrafas","20"
"Matrícula em distorção no ensino médio","2022","Tauá","80"
"Matrícula em distorção no ensino médio","2022","Tejuçuoca","63"
"Matrícula em distorção no ensino médio","2022","Tianguá","138"
"Matrícula em distorção no ensino médio","2022","Trairi","126"
"Matrícula em distorção no ensino fundamental","2023","Jaguaribara",NULL
"Matrícula em distorção no ensino fundamental","2023","Salitre",NULL
"Matrícula em distorção no ensino fundamental","2023","Jaguaribe",NULL
"Matrícula em distorção no ensino fundamental","2023","Fortaleza",NULL
"Matrícula em distorção no ensino fundamental","2023","Fortim",NULL
"Matrícula em distorção no ensino fundamental","2023","Ipaumirim",NULL
"Matrícula em distorção no ensino fundamental","2023","Frecheirinha",NULL
"Matrícula em distorção no ensino fundamental","2023","Ipu",NULL
"Matrícula em distorção no ensino fundamental","2023","General Sampaio",NULL
"Matrícula em distorção no ensino fundamental","2023","Ipueiras",NULL
"Matrícula em distorção no ensino fundamental","2023","Graça",NULL
"Matrícula em distorção no ensino fundamental","2023","Iracema",NULL
"Matrícula em distorção no ensino fundamental","2023","Granja",NULL
"Matrícula em distorção no ensino fundamental","2023","Granjeiro",NULL
"Matrícula em distorção no ensino fundamental","2023","Ceará",NULL
"Matrícula em distorção no ensino fundamental","2023","Abaiara",NULL
"Matrícula em distorção no ensino fundamental","2023","Acarape",NULL
"Matrícula em distorção no ensino fundamental","2023","Acaraú",NULL
"Matrícula em distorção no ensino fundamental","2023","Acopiara",NULL
"Matrícula em distorção no ensino fundamental","2023","Aiuaba",NULL
"Matrícula em distorção no ensino fundamental","2023","Alcântaras",NULL
"Matrícula em distorção no ensino fundamental","2023","Altaneira",NULL
"Matrícula em distorção no ensino fundamental","2023","Alto Santo",NULL
"Matrícula em distorção no ensino fundamental","2023","Amontada",NULL
"Matrícula em distorção no ensino fundamental","2023","Antonina do Norte",NULL
"Matrícula em distorção no ensino fundamental","2023","Apuiarés",NULL
"Matrícula em distorção no ensino fundamental","2023","Aquiraz",NULL
"Matrícula em distorção no ensino fundamental","2023","Aracati",NULL
"Matrícula em distorção no ensino fundamental","2023","Aracoiaba",NULL
"Matrícula em distorção no ensino fundamental","2023","Ararendá",NULL
"Matrícula em distorção no ensino fundamental","2023","Araripe",NULL
"Matrícula em distorção no ensino fundamental","2023","Aratuba",NULL
"Matrícula em distorção no ensino fundamental","2023","Arneiroz",NULL
"Matrícula em distorção no ensino fundamental","2023","Assaré",NULL
"Matrícula em distorção no ensino fundamental","2023","Aurora",NULL
"Matrícula em distorção no ensino fundamental","2023","Baixio",NULL
"Matrícula em distorção no ensino fundamental","2023","Banabuiú",NULL
"Matrícula em distorção no ensino fundamental","2023","Barbalha",NULL
"Matrícula em distorção no ensino fundamental","2023","Barreira",NULL
"Matrícula em distorção no ensino fundamental","2023","Barro",NULL
"Matrícula em distorção no ensino fundamental","2023","Barroquinha",NULL
"Matrícula em distorção no ensino fundamental","2023","Baturité",NULL
"Matrícula em distorção no ensino fundamental","2023","Beberibe",NULL
"Matrícula em distorção no ensino fundamental","2023","Bela Cruz",NULL
"Matrícula em distorção no ensino fundamental","2023","Boa Viagem",NULL
