"indicador","ano","município","valor"
"Matrícula em distorção no ensino fundamental","2015","Bela Cruz","235"
"Matrícula em distorção no ensino fundamental","2015","Boa Viagem","1446"
"Matrícula em distorção no ensino fundamental","2015","Brejo Santo","575"
"Matrícula em distorção no ensino fundamental","2015","Camocim","766"
"Matrícula em distorção no ensino fundamental","2015","Campos Sales","377"
"Matrícula em distorção no ensino fundamental","2015","Canindé","2006"
"Matrícula em distorção no ensino fundamental","2015","Capistrano","202"
"Matrícula em distorção no ensino fundamental","2015","Caridade","607"
"Matrícula em distorção no ensino fundamental","2015","Cariré","163"
"Matrícula em distorção no ensino fundamental","2015","Caririaçu","562"
"Matrícula em distorção no ensino fundamental","2015","Cariús","254"
"Matrícula em distorção no ensino fundamental","2015","Carnaubal","261"
"Matrícula em distorção no ensino fundamental","2015","Cascavel","1191"
"Matrícula em distorção no ensino fundamental","2015","Catarina","89"
"Matrícula em distorção no ensino fundamental","2015","Catunda","44"
"Matrícula em distorção no ensino fundamental","2015","Caucaia","6392"
"Matrícula em distorção no ensino fundamental","2015","Cedro","558"
"Matrícula em distorção no ensino fundamental","2015","Chaval","277"
"Matrícula em distorção no ensino fundamental","2015","Choró","167"
"Matrícula em distorção no ensino fundamental","2015","Chorozinho","714"
"Matrícula em distorção no ensino fundamental","2015","Coreaú","139"
"Matrícula em distorção no ensino fundamental","2015","Crateús","1727"
"Matrícula em distorção no ensino fundamental","2015","Crato","2060"
"Matrícula em distorção no ensino fundamental","2015","Croatá","143"
"Matrícula em distorção no ensino fundamental","2015","Cruz","180"
"Matrícula em distorção no ensino fundamental","2015","Deputado Irapuan Pinheiro","83"
"Matrícula em distorção no ensino fundamental","2015","Ereré","114"
"Matrícula em distorção no ensino fundamental","2015","Eusébio","97"
"Matrícula em distorção no ensino fundamental","2015","Farias Brito","207"
"Matrícula em distorção no ensino fundamental","2015","Forquilha","45"
"Matrícula em distorção no ensino fundamental","2015","Fortaleza","41009"
"Matrícula em distorção no ensino fundamental","2015","Fortim","161"
"Matrícula em distorção no ensino fundamental","2015","Frecheirinha","224"
"Matrícula em distorção no ensino fundamental","2015","General Sampaio","180"
"Matrícula em distorção no ensino fundamental","2015","Graça","322"
"Matrícula em distorção no ensino fundamental","2015","Granja","649"
"Matrícula em distorção no ensino fundamental","2015","Granjeiro","96"
"Matrícula em distorção no ensino fundamental","2015","Groaíras","73"
"Matrícula em distorção no ensino fundamental","2015","Guaiúba","477"
"Matrícula em distorção no ensino fundamental","2015","Guaraciaba do Norte","651"
"Matrícula em distorção no ensino fundamental","2015","Guaramiranga","121"
"Matrícula em distorção no ensino fundamental","2015","Hidrolândia","252"
"Matrícula em distorção no ensino fundamental","2015","Horizonte","767"
"Matrícula em distorção no ensino fundamental","2015","Ibaretama","391"
"Matrícula em distorção no ensino fundamental","2015","Ibiapina","425"
"Matrícula em distorção no ensino fundamental","2015","Ibicuitinga","160"
"Matrícula em distorção no ensino fundamental","2015","Icapuí","617"
"Matrícula em distorção no ensino fundamental","2015","Icó","1641"
"Matrícula em distorção no ensino fundamental","2015","Iguatu","1113"
"Matrícula em distorção no ensino fundamental","2015","Independência","177"
"Matrícula em distorção no ensino fundamental","2015","Ipaporanga","113"
"Matrícula em distorção no ensino fundamental","2015","Ipaumirim","334"
"Matrícula em distorção no ensino fundamental","2015","Ipu","1132"
"Matrícula em distorção no ensino fundamental","2015","Ipueiras","1593"
"Matrícula em distorção no ensino fundamental","2015","Iracema","72"
"Matrícula em distorção no ensino fundamental","2015","Irauçuba","162"
"Matrícula em distorção no ensino fundamental","2015","Itaiçaba","70"
"Matrícula em distorção no ensino fundamental","2015","Itaitinga","622"
"Matrícula em distorção no ensino fundamental","2015","Itapajé","821"
"Matrícula em distorção no ensino fundamental","2015","Itapipoca","1859"
"Matrícula em distorção no ensino fundamental","2015","Itapiúna","417"
"Matrícula em distorção no ensino fundamental","2015","Itarema","457"
"Matrícula em distorção no ensino fundamental","2015","Itatira","961"
"Matrícula em distorção no ensino fundamental","2015","Jaguaretama","239"
"Matrícula em distorção no ensino fundamental","2015","Jaguaribara","252"
"Matrícula em distorção no ensino fundamental","2015","Jaguaribe","733"
"Matrícula em distorção no ensino fundamental","2015","Jaguaruana","339"
"Matrícula em distorção no ensino fundamental","2015","Jardim","860"
"Matrícula em distorção no ensino fundamental","2015","Jati","108"
"Matrícula em distorção no ensino fundamental","2015","Jijoca de Jericoacoara","168"
"Matrícula em distorção no ensino fundamental","2015","Juazeiro do Norte","4364"
"Matrícula em distorção no ensino fundamental","2015","Jucás","187"
"Matrícula em distorção no ensino fundamental","2015","Lavras da Mangabeira","932"
"Matrícula em distorção no ensino fundamental","2015","Limoeiro do Norte","911"
"Matrícula em distorção no ensino fundamental","2015","Madalena","508"
"Matrícula em distorção no ensino fundamental","2015","Maracanaú","3588"
"Matrícula em distorção no ensino fundamental","2015","Maranguape","1284"
"Matrícula em distorção no ensino fundamental","2015","Marco","276"
"Matrícula em distorção no ensino fundamental","2015","Martinópole","194"
"Matrícula em distorção no ensino fundamental","2015","Massapê","390"
"Matrícula em distorção no ensino fundamental","2015","Mauriti","618"
"Matrícula em distorção no ensino fundamental","2015","Meruoca","197"
"Matrícula em distorção no ensino fundamental","2015","Milagres","568"
"Matrícula em distorção no ensino fundamental","2015","Milhã","118"
"Matrícula em distorção no ensino fundamental","2015","Miraíma","232"
"Matrícula em distorção no ensino fundamental","2015","Missão Velha","672"
"Matrícula em distorção no ensino fundamental","2015","Mombaça","837"
"Matrícula em distorção no ensino fundamental","2015","Monsenhor Tabosa","677"
"Matrícula em distorção no ensino fundamental","2015","Morada Nova","1726"
"Matrícula em distorção no ensino fundamental","2015","Moraújo","177"
"Matrícula em distorção no ensino fundamental","2015","Morrinhos","156"
"Matrícula em distorção no ensino fundamental","2015","Mucambo","94"
"Matrícula em distorção no ensino fundamental","2015","Mulungu","172"
"Matrícula em distorção no ensino fundamental","2015","Nova Olinda","81"
"Matrícula em distorção no ensino fundamental","2015","Nova Russas","731"
"Matrícula em distorção no ensino fundamental","2015","Novo Oriente","257"
"Matrícula em distorção no ensino fundamental","2015","Ocara","535"
"Matrícula em distorção no ensino fundamental","2015","Orós","455"
"Matrícula em distorção no ensino fundamental","2015","Pacajus","1712"
"Matrícula em distorção no ensino fundamental","2015","Pacatuba","855"
"Matrícula em distorção no ensino fundamental","2015","Pacoti","266"
"Matrícula em distorção no ensino fundamental","2015","Pacujá","77"
"Matrícula em distorção no ensino fundamental","2015","Palhano","95"
"Matrícula em distorção no ensino fundamental","2015","Palmácia","148"
"Matrícula em distorção no ensino fundamental","2015","Paracuru","220"
"Matrícula em distorção no ensino fundamental","2015","Paraipaba","272"
"Matrícula em distorção no ensino fundamental","2015","Parambu","155"
"Matrícula em distorção no ensino fundamental","2015","Paramoti","398"
"Matrícula em distorção no ensino fundamental","2015","Pedra Branca","261"
"Matrícula em distorção no ensino fundamental","2015","Penaforte","120"
"Matrícula em distorção no ensino fundamental","2015","Pentecoste","368"
"Matrícula em distorção no ensino fundamental","2015","Pereiro","501"
"Matrícula em distorção no ensino fundamental","2015","Pindoretama","326"
"Matrícula em distorção no ensino fundamental","2015","Piquet Carneiro","247"
"Matrícula em distorção no ensino fundamental","2015","Pires Ferreira","136"
"Matrícula em distorção no ensino fundamental","2015","Poranga","283"
"Matrícula em distorção no ensino fundamental","2015","Porteiras","183"
"Matrícula em distorção no ensino fundamental","2015","Potengi","281"
"Matrícula em distorção no ensino fundamental","2015","Potiretama","68"
"Matrícula em distorção no ensino fundamental","2015","Quiterianópolis","159"
"Matrícula em distorção no ensino fundamental","2015","Quixadá","738"
"Matrícula em distorção no ensino fundamental","2015","Quixelô","248"
"Matrícula em distorção no ensino fundamental","2015","Quixeramobim","1487"
"Matrícula em distorção no ensino fundamental","2015","Quixeré","312"
"Matrícula em distorção no ensino fundamental","2015","Redenção","258"
"Matrícula em distorção no ensino fundamental","2015","Reriutaba","234"
"Matrícula em distorção no ensino fundamental","2015","Russas","1150"
"Matrícula em distorção no ensino fundamental","2015","Saboeiro","347"
"Matrícula em distorção no ensino fundamental","2015","Salitre","592"
"Matrícula em distorção no ensino fundamental","2015","Santa Quitéria","620"
"Matrícula em distorção no ensino fundamental","2015","Santana do Acaraú","1030"
"Matrícula em distorção no ensino fundamental","2015","Santana do Cariri","253"
"Matrícula em distorção no ensino fundamental","2015","São Benedito","993"
"Matrícula em distorção no ensino fundamental","2015","São Gonçalo do Amarante","406"
"Matrícula em distorção no ensino fundamental","2015","São João do Jaguaribe","91"
"Matrícula em distorção no ensino fundamental","2015","São Luís do Curu","311"
"Matrícula em distorção no ensino fundamental","2015","Senador Pompeu","359"
"Matrícula em distorção no ensino fundamental","2015","Senador Sá","64"
"Matrícula em distorção no ensino fundamental","2015","Sobral","304"
"Matrícula em distorção no ensino fundamental","2015","Solonópole","109"
"Matrícula em distorção no ensino fundamental","2015","Tabuleiro do Norte","405"
"Matrícula em distorção no ensino fundamental","2015","Tamboril","648"
"Matrícula em distorção no ensino fundamental","2015","Tarrafas","126"
"Matrícula em distorção no ensino fundamental","2015","Tauá","401"
"Matrícula em distorção no ensino fundamental","2015","Tejuçuoca","382"
"Matrícula em distorção no ensino fundamental","2015","Tianguá","624"
"Matrícula em distorção no ensino fundamental","2015","Trairi","673"
"Matrícula em distorção no ensino fundamental","2015","Tururu","169"
"Matrícula em distorção no ensino fundamental","2015","Ubajara","289"
"Matrícula em distorção no ensino fundamental","2015","Umari","209"
"Matrícula em distorção no ensino fundamental","2015","Umirim","306"
"Matrícula em distorção no ensino fundamental","2015","Uruburetama","282"
"Matrícula em distorção no ensino fundamental","2015","Uruoca","239"
"Matrícula em distorção no ensino fundamental","2015","Varjota","286"
"Matrícula em distorção no ensino fundamental","2015","Várzea Alegre","232"
"Matrícula em distorção no ensino fundamental","2015","Viçosa do Ceará","1540"
"Matrícula em distorção no ensino médio","2007","Ceará","148943"
"Matrícula em distorção no ensino médio","2007","Abaiara","63"
"Matrícula em distorção no ensino médio","2007","Acarape","100"
"Matrícula em distorção no ensino médio","2007","Acaraú","704"
"Matrícula em distorção no ensino médio","2007","Acopiara","677"
"Matrícula em distorção no ensino médio","2007","Aiuaba","231"
"Matrícula em distorção no ensino médio","2007","Alcântaras","144"
"Matrícula em distorção no ensino médio","2007","Altaneira","83"
"Matrícula em distorção no ensino médio","2007","Alto Santo","219"
"Matrícula em distorção no ensino médio","2007","Amontada","1010"
"Matrícula em distorção no ensino médio","2007","Antonina do Norte","109"
"Matrícula em distorção no ensino médio","2007","Apuiarés","249"
"Matrícula em distorção no ensino médio","2007","Aquiraz","1089"
"Matrícula em distorção no ensino médio","2007","Aracati","836"
"Matrícula em distorção no ensino médio","2007","Aracoiaba","352"
"Matrícula em distorção no ensino médio","2007","Ararendá","201"
"Matrícula em distorção no ensino médio","2007","Araripe","286"
"Matrícula em distorção no ensino médio","2007","Aratuba","135"
"Matrícula em distorção no ensino médio","2007","Arneiroz","81"
"Matrícula em distorção no ensino médio","2007","Assaré","397"
"Matrícula em distorção no ensino médio","2007","Aurora","388"
"Matrícula em distorção no ensino médio","2007","Baixio","136"
"Matrícula em distorção no ensino médio","2007","Banabuiú","271"
"Matrícula em distorção no ensino médio","2007","Barbalha","717"
"Matrícula em distorção no ensino médio","2007","Barreira","266"
"Matrícula em distorção no ensino médio","2007","Barro","590"
"Matrícula em distorção no ensino médio","2007","Barroquinha","361"
"Matrícula em distorção no ensino médio","2007","Baturité","486"
"Matrícula em distorção no ensino médio","2007","Beberibe","891"
"Matrícula em distorção no ensino médio","2007","Bela Cruz","446"
"Matrícula em distorção no ensino médio","2007","Boa Viagem","832"
"Matrícula em distorção no ensino médio","2007","Brejo Santo","747"
"Matrícula em distorção no ensino médio","2007","Camocim","630"
"Matrícula em distorção no ensino médio","2007","Campos Sales","741"
"Matrícula em distorção no ensino médio","2007","Canindé","931"
"Matrícula em distorção no ensino médio","2007","Capistrano","295"
"Matrícula em distorção no ensino médio","2007","Caridade","195"
"Matrícula em distorção no ensino médio","2007","Cariré","204"
"Matrícula em distorção no ensino médio","2007","Caririaçu","595"
"Matrícula em distorção no ensino médio","2007","Cariús","146"
"Matrícula em distorção no ensino médio","2007","Carnaubal","226"
"Matrícula em distorção no ensino médio","2007","Cascavel","1396"
"Matrícula em distorção no ensino médio","2007","Catarina","184"
"Matrícula em distorção no ensino médio","2007","Catunda","168"
"Matrícula em distorção no ensino médio","2007","Caucaia","5386"
"Matrícula em distorção no ensino médio","2007","Cedro","481"
"Matrícula em distorção no ensino médio","2007","Chaval","220"
"Matrícula em distorção no ensino médio","2007","Choró","199"
"Matrícula em distorção no ensino médio","2007","Chorozinho","500"
"Matrícula em distorção no ensino médio","2007","Coreaú","468"
"Matrícula em distorção no ensino médio","2007","Crateús","1452"
"Matrícula em distorção no ensino médio","2007","Crato","2058"
"Matrícula em distorção no ensino médio","2007","Croatá","370"
"Matrícula em distorção no ensino médio","2007","Cruz","272"
"Matrícula em distorção no ensino médio","2007","Deputado Irapuan Pinheiro","69"
"Matrícula em distorção no ensino médio","2007","Ereré","86"
"Matrícula em distorção no ensino médio","2007","Eusébio","850"
"Matrícula em distorção no ensino médio","2007","Farias Brito","337"
"Matrícula em distorção no ensino médio","2007","Forquilha","467"
"Matrícula em distorção no ensino médio","2007","Fortaleza","48456"
"Matrícula em distorção no ensino médio","2007","Fortim","182"
"Matrícula em distorção no ensino médio","2007","Frecheirinha","125"
"Matrícula em distorção no ensino médio","2007","General Sampaio","155"
"Matrícula em distorção no ensino médio","2007","Graça","242"
"Matrícula em distorção no ensino médio","2007","Granja","800"
"Matrícula em distorção no ensino médio","2007","Granjeiro","98"
"Matrícula em distorção no ensino médio","2007","Groaíras","195"
"Matrícula em distorção no ensino médio","2007","Guaiúba","445"
"Matrícula em distorção no ensino médio","2007","Guaraciaba do Norte","704"
"Matrícula em distorção no ensino médio","2007","Guaramiranga","53"
"Matrícula em distorção no ensino médio","2007","Hidrolândia","338"
"Matrícula em distorção no ensino médio","2007","Horizonte","1041"
"Matrícula em distorção no ensino médio","2007","Ibaretama","226"
"Matrícula em distorção no ensino médio","2007","Ibiapina","478"
"Matrícula em distorção no ensino médio","2007","Ibicuitinga","235"
"Matrícula em distorção no ensino médio","2007","Icapuí","212"
"Matrícula em distorção no ensino médio","2007","Icó","723"
"Matrícula em distorção no ensino médio","2007","Iguatu","1091"
"Matrícula em distorção no ensino médio","2007","Independência","411"
"Matrícula em distorção no ensino médio","2007","Ipaporanga","131"
"Matrícula em distorção no ensino médio","2007","Ipaumirim","143"
"Matrícula em distorção no ensino médio","2007","Ipu","1106"
"Matrícula em distorção no ensino médio","2007","Ipueiras","583"
"Matrícula em distorção no ensino médio","2007","Iracema","157"
"Matrícula em distorção no ensino médio","2007","Irauçuba","327"
"Matrícula em distorção no ensino médio","2007","Itaiçaba","97"
"Matrícula em distorção no ensino médio","2007","Itaitinga","852"
"Matrícula em distorção no ensino médio","2007","Itapajé","1049"
"Matrícula em distorção no ensino médio","2007","Itapipoca","2321"
"Matrícula em distorção no ensino médio","2007","Itapiúna","567"
"Matrícula em distorção no ensino médio","2007","Itarema","543"
"Matrícula em distorção no ensino médio","2007","Itatira","452"
"Matrícula em distorção no ensino médio","2007","Jaguaretama","307"
"Matrícula em distorção no ensino médio","2007","Jaguaribara","150"
"Matrícula em distorção no ensino médio","2007","Jaguaribe","371"
"Matrícula em distorção no ensino médio","2007","Jaguaruana","367"
"Matrícula em distorção no ensino médio","2007","Jardim","1049"
"Matrícula em distorção no ensino médio","2007","Jati","128"
"Matrícula em distorção no ensino médio","2007","Jijoca de Jericoacoara","238"
"Matrícula em distorção no ensino médio","2007","Juazeiro do Norte","3535"
"Matrícula em distorção no ensino médio","2007","Jucás","188"
"Matrícula em distorção no ensino médio","2007","Lavras da Mangabeira","606"
"Matrícula em distorção no ensino médio","2007","Limoeiro do Norte","613"
"Matrícula em distorção no ensino médio","2007","Madalena","278"
"Matrícula em distorção no ensino médio","2007","Maracanaú","5020"
"Matrícula em distorção no ensino médio","2007","Maranguape","1892"
"Matrícula em distorção no ensino médio","2007","Marco","265"
"Matrícula em distorção no ensino médio","2007","Martinópole","120"
"Matrícula em distorção no ensino médio","2007","Massapê","764"
"Matrícula em distorção no ensino médio","2007","Mauriti","698"
"Matrícula em distorção no ensino médio","2007","Meruoca","302"
"Matrícula em distorção no ensino médio","2007","Milagres","144"
"Matrícula em distorção no ensino médio","2007","Milhã","146"
"Matrícula em distorção no ensino médio","2007","Miraíma","387"
"Matrícula em distorção no ensino médio","2007","Missão Velha","448"
"Matrícula em distorção no ensino médio","2007","Mombaça","432"
"Matrícula em distorção no ensino médio","2007","Monsenhor Tabosa","400"
"Matrícula em distorção no ensino médio","2007","Morada Nova","883"
"Matrícula em distorção no ensino médio","2007","Moraújo","224"
"Matrícula em distorção no ensino médio","2007","Morrinhos","107"
"Matrícula em distorção no ensino médio","2007","Mucambo","230"
"Matrícula em distorção no ensino médio","2007","Mulungu","69"
"Matrícula em distorção no ensino médio","2007","Nova Olinda","289"
"Matrícula em distorção no ensino médio","2007","Nova Russas","985"
"Matrícula em distorção no ensino médio","2007","Novo Oriente","387"
"Matrícula em distorção no ensino médio","2007","Ocara","358"
"Matrícula em distorção no ensino médio","2007","Orós","293"
"Matrícula em distorção no ensino médio","2007","Pacajus","1052"
"Matrícula em distorção no ensino médio","2007","Pacatuba","1362"
"Matrícula em distorção no ensino médio","2007","Pacoti","114"
"Matrícula em distorção no ensino médio","2007","Pacujá","104"
"Matrícula em distorção no ensino médio","2007","Palhano","123"
"Matrícula em distorção no ensino médio","2007","Palmácia","91"
"Matrícula em distorção no ensino médio","2007","Paracuru","817"
"Matrícula em distorção no ensino médio","2007","Paraipaba","505"
"Matrícula em distorção no ensino médio","2007","Parambu","510"
"Matrícula em distorção no ensino médio","2007","Paramoti","237"
"Matrícula em distorção no ensino médio","2007","Pedra Branca","381"
"Matrícula em distorção no ensino médio","2007","Penaforte","132"
"Matrícula em distorção no ensino médio","2007","Pentecoste","667"
"Matrícula em distorção no ensino médio","2007","Pereiro","217"
"Matrícula em distorção no ensino médio","2007","Pindoretama","356"
"Matrícula em distorção no ensino médio","2007","Piquet Carneiro","128"
"Matrícula em distorção no ensino médio","2007","Pires Ferreira","269"
"Matrícula em distorção no ensino médio","2007","Poranga","251"
"Matrícula em distorção no ensino médio","2007","Porteiras","149"
"Matrícula em distorção no ensino médio","2007","Potengi","102"
"Matrícula em distorção no ensino médio","2007","Potiretama","85"
"Matrícula em distorção no ensino médio","2007","Quiterianópolis","280"
"Matrícula em distorção no ensino médio","2007","Quixadá","1167"
"Matrícula em distorção no ensino médio","2007","Quixelô","194"
"Matrícula em distorção no ensino médio","2007","Quixeramobim","1086"
"Matrícula em distorção no ensino médio","2007","Quixeré","249"
"Matrícula em distorção no ensino médio","2007","Redenção","168"
"Matrícula em distorção no ensino médio","2007","Reriutaba","337"
"Matrícula em distorção no ensino médio","2007","Russas","816"
"Matrícula em distorção no ensino médio","2007","Saboeiro","205"
"Matrícula em distorção no ensino médio","2007","Salitre","294"
"Matrícula em distorção no ensino médio","2007","Santa Quitéria","928"
"Matrícula em distorção no ensino médio","2007","Santana do Acaraú","600"
"Matrícula em distorção no ensino médio","2007","Santana do Cariri","295"
"Matrícula em distorção no ensino médio","2007","São Benedito","1125"
"Matrícula em distorção no ensino médio","2007","São Gonçalo do Amarante","1069"
"Matrícula em distorção no ensino médio","2007","São João do Jaguaribe","92"
"Matrícula em distorção no ensino médio","2007","São Luís do Curu","163"
"Matrícula em distorção no ensino médio","2007","Senador Pompeu","162"
"Matrícula em distorção no ensino médio","2007","Senador Sá","179"
"Matrícula em distorção no ensino médio","2007","Sobral","3708"
"Matrícula em distorção no ensino médio","2007","Solonópole","134"
"Matrícula em distorção no ensino médio","2007","Tabuleiro do Norte","408"
"Matrícula em distorção no ensino médio","2007","Tamboril","798"
"Matrícula em distorção no ensino médio","2007","Tarrafas","120"
"Matrícula em distorção no ensino médio","2007","Tauá","679"
"Matrícula em distorção no ensino médio","2007","Tejuçuoca","287"
"Matrícula em distorção no ensino médio","2007","Tianguá","1222"
"Matrícula em distorção no ensino médio","2007","Trairi","1155"
"Matrícula em distorção no ensino médio","2007","Tururu","317"
"Matrícula em distorção no ensino médio","2007","Ubajara","579"
"Matrícula em distorção no ensino médio","2007","Umari","226"
"Matrícula em distorção no ensino médio","2007","Umirim","382"
"Matrícula em distorção no ensino médio","2007","Uruburetama","620"
"Matrícula em distorção no ensino médio","2007","Uruoca","160"
"Matrícula em distorção no ensino médio","2007","Varjota","271"
"Matrícula em distorção no ensino médio","2007","Várzea Alegre","529"
"Matrícula em distorção no ensino médio","2007","Viçosa do Ceará","1053"
"Matrícula em distorção no ensino médio","2008","Ceará","88560"
"Matrícula em distorção no ensino médio","2008","Abaiara","19"
"Matrícula em distorção no ensino médio","2008","Acarape","45"
"Matrícula em distorção no ensino médio","2008","Acaraú","345"
"Matrícula em distorção no ensino médio","2008","Acopiara","354"
"Matrícula em distorção no ensino médio","2008","Aiuaba","127"
"Matrícula em distorção no ensino médio","2008","Alcântaras","43"
"Matrícula em distorção no ensino médio","2008","Altaneira","82"
"Matrícula em distorção no ensino médio","2008","Alto Santo","165"
"Matrícula em distorção no ensino médio","2008","Amontada","679"
"Matrícula em distorção no ensino médio","2008","Antonina do Norte","41"
"Matrícula em distorção no ensino médio","2008","Apuiarés","171"
"Matrícula em distorção no ensino médio","2008","Aquiraz","732"
"Matrícula em distorção no ensino médio","2008","Aracati","581"
"Matrícula em distorção no ensino médio","2008","Aracoiaba","235"
"Matrícula em distorção no ensino médio","2008","Ararendá","98"
"Matrícula em distorção no ensino médio","2008","Araripe","152"
"Matrícula em distorção no ensino médio","2008","Aratuba","71"
"Matrícula em distorção no ensino médio","2008","Arneiroz","36"
"Matrícula em distorção no ensino médio","2008","Assaré","150"
"Matrícula em distorção no ensino médio","2008","Aurora","131"
"Matrícula em distorção no ensino médio","2008","Baixio","111"
"Matrícula em distorção no ensino médio","2008","Banabuiú","165"
"Matrícula em distorção no ensino médio","2008","Barbalha","332"
"Matrícula em distorção no ensino médio","2008","Barreira","180"
"Matrícula em distorção no ensino médio","2008","Barro","484"
"Matrícula em distorção no ensino médio","2008","Barroquinha","98"
"Matrícula em distorção no ensino médio","2008","Baturité","220"
"Matrícula em distorção no ensino médio","2008","Beberibe","525"
"Matrícula em distorção no ensino médio","2008","Bela Cruz","226"
"Matrícula em distorção no ensino médio","2008","Boa Viagem","304"
"Matrícula em distorção no ensino médio","2008","Brejo Santo","275"
"Matrícula em distorção no ensino médio","2008","Camocim","488"
"Matrícula em distorção no ensino médio","2008","Campos Sales","468"
"Matrícula em distorção no ensino médio","2008","Canindé","584"
"Matrícula em distorção no ensino médio","2008","Capistrano","148"
"Matrícula em distorção no ensino médio","2008","Caridade","86"
"Matrícula em distorção no ensino médio","2008","Cariré","119"
"Matrícula em distorção no ensino médio","2008","Caririaçu","368"
"Matrícula em distorção no ensino médio","2008","Cariús","83"
"Matrícula em distorção no ensino médio","2008","Carnaubal","187"
"Matrícula em distorção no ensino médio","2008","Cascavel","738"
"Matrícula em distorção no ensino médio","2008","Catarina","58"
"Matrícula em distorção no ensino médio","2008","Catunda","125"
"Matrícula em distorção no ensino médio","2008","Caucaia","3351"
"Matrícula em distorção no ensino médio","2008","Cedro","176"
"Matrícula em distorção no ensino médio","2008","Chaval","119"
"Matrícula em distorção no ensino médio","2008","Choró","92"
"Matrícula em distorção no ensino médio","2008","Chorozinho","427"
"Matrícula em distorção no ensino médio","2008","Coreaú","266"
"Matrícula em distorção no ensino médio","2008","Crateús","742"
"Matrícula em distorção no ensino médio","2008","Crato","1380"
"Matrícula em distorção no ensino médio","2008","Croatá","168"
"Matrícula em distorção no ensino médio","2008","Cruz","89"
"Matrícula em distorção no ensino médio","2008","Deputado Irapuan Pinheiro","33"
"Matrícula em distorção no ensino médio","2008","Ereré","44"
"Matrícula em distorção no ensino médio","2008","Eusébio","510"
"Matrícula em distorção no ensino médio","2008","Farias Brito","196"
"Matrícula em distorção no ensino médio","2008","Forquilha","297"
"Matrícula em distorção no ensino médio","2008","Fortaleza","30130"
"Matrícula em distorção no ensino médio","2008","Fortim","176"
"Matrícula em distorção no ensino médio","2008","Frecheirinha","64"
"Matrícula em distorção no ensino médio","2008","General Sampaio","48"
"Matrícula em distorção no ensino médio","2008","Graça","82"
"Matrícula em distorção no ensino médio","2008","Granja","385"
"Matrícula em distorção no ensino médio","2008","Granjeiro","57"
"Matrícula em distorção no ensino médio","2008","Groaíras","72"
"Matrícula em distorção no ensino médio","2008","Guaiúba","298"
"Matrícula em distorção no ensino médio","2008","Guaraciaba do Norte","350"
"Matrícula em distorção no ensino médio","2008","Guaramiranga","16"
"Matrícula em distorção no ensino médio","2008","Hidrolândia","165"
"Matrícula em distorção no ensino médio","2008","Horizonte","697"
"Matrícula em distorção no ensino médio","2008","Ibaretama","174"
"Matrícula em distorção no ensino médio","2008","Ibiapina","262"
"Matrícula em distorção no ensino médio","2008","Ibicuitinga","103"
"Matrícula em distorção no ensino médio","2008","Icapuí","132"
"Matrícula em distorção no ensino médio","2008","Icó","376"
"Matrícula em distorção no ensino médio","2008","Iguatu","723"
"Matrícula em distorção no ensino médio","2008","Independência","137"
"Matrícula em distorção no ensino médio","2008","Ipaporanga","67"
"Matrícula em distorção no ensino médio","2008","Ipaumirim","83"
"Matrícula em distorção no ensino médio","2008","Ipu","571"
"Matrícula em distorção no ensino médio","2008","Ipueiras","405"
"Matrícula em distorção no ensino médio","2008","Iracema","80"
"Matrícula em distorção no ensino médio","2008","Irauçuba","231"
"Matrícula em distorção no ensino médio","2008","Itaiçaba","51"
"Matrícula em distorção no ensino médio","2008","Itaitinga","438"
"Matrícula em distorção no ensino médio","2008","Itapajé","510"
"Matrícula em distorção no ensino médio","2008","Itapipoca","1229"
"Matrícula em distorção no ensino médio","2008","Itapiúna","149"
"Matrícula em distorção no ensino médio","2008","Itarema","358"
"Matrícula em distorção no ensino médio","2008","Itatira","182"
"Matrícula em distorção no ensino médio","2008","Jaguaretama","144"
"Matrícula em distorção no ensino médio","2008","Jaguaribara","94"
"Matrícula em distorção no ensino médio","2008","Jaguaribe","235"
"Matrícula em distorção no ensino médio","2008","Jaguaruana","304"
"Matrícula em distorção no ensino médio","2008","Jardim","525"
"Matrícula em distorção no ensino médio","2008","Jati","50"
"Matrícula em distorção no ensino médio","2008","Jijoca de Jericoacoara","144"
"Matrícula em distorção no ensino médio","2008","Juazeiro do Norte","2136"
"Matrícula em distorção no ensino médio","2008","Jucás","119"
"Matrícula em distorção no ensino médio","2008","Lavras da Mangabeira","226"
"Matrícula em distorção no ensino médio","2008","Limoeiro do Norte","408"
"Matrícula em distorção no ensino médio","2008","Madalena","120"
"Matrícula em distorção no ensino médio","2008","Maracanaú","4054"
"Matrícula em distorção no ensino médio","2008","Maranguape","1374"
"Matrícula em distorção no ensino médio","2008","Marco","132"
"Matrícula em distorção no ensino médio","2008","Martinópole","54"
"Matrícula em distorção no ensino médio","2008","Massapê","381"
"Matrícula em distorção no ensino médio","2008","Mauriti","364"
"Matrícula em distorção no ensino médio","2008","Meruoca","164"
"Matrícula em distorção no ensino médio","2008","Milagres","92"
"Matrícula em distorção no ensino médio","2008","Milhã","139"
"Matrícula em distorção no ensino médio","2008","Miraíma","205"
"Matrícula em distorção no ensino médio","2008","Missão Velha","210"
"Matrícula em distorção no ensino médio","2008","Mombaça","293"
"Matrícula em distorção no ensino médio","2008","Monsenhor Tabosa","273"
"Matrícula em distorção no ensino médio","2008","Morada Nova","451"
"Matrícula em distorção no ensino médio","2008","Moraújo","66"
